,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_F,sexo_M,posse_de_veiculo_N,posse_de_veiculo_Y,posse_de_imovel_N,posse_de_imovel_Y,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
18,56.16986301369863,12.191780821917808,1,0,1,0,2.0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
19,43.18082191780822,8.693150684931506,1,0,0,0,4.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
20,43.18082191780822,8.693150684931506,1,0,0,0,4.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
21,43.18082191780822,8.693150684931506,1,0,0,0,4.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
22,44.41643835616439,19.44931506849315,1,0,0,0,3.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
23,34.0027397260274,4.857534246575343,1,0,0,1,4.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
24,34.0027397260274,4.857534246575343,1,0,0,1,4.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
25,34.0027397260274,4.857534246575343,1,0,0,1,4.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
26,34.0027397260274,4.857534246575343,1,0,0,1,4.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
27,34.0027397260274,4.857534246575343,1,0,0,1,4.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
28,55.3041095890411,-1000.6657534246576,1,0,0,0,1.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
29,46.61917808219178,3.690410958904109,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,46.61917808219178,3.690410958904109,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
32,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
33,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
34,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
35,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
36,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
37,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
38,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
39,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
40,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
41,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
42,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
43,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
44,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
45,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
46,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
47,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
48,28.27671232876712,7.693150684931507,1,0,0,0,3.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
49,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
50,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
51,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
52,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
53,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
54,43.90958904109589,2.4356164383561643,1,0,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
55,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
56,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
57,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
58,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
59,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
60,45.43013698630137,3.271232876712329,1,1,1,0,1.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
61,45.43013698630137,3.271232876712329,1,1,1,0,1.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
62,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
63,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
64,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
65,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
66,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
67,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
68,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
69,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
70,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
71,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
72,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
73,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
74,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
75,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
76,54.41369863013698,29.70684931506849,1,0,0,1,2.0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
77,51.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
78,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
79,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
80,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
81,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
82,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
83,24.27671232876712,2.4356164383561643,1,1,0,0,1.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
84,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
85,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
86,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
87,28.12054794520548,8.693150684931506,1,0,1,1,2.0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
88,48.56438356164384,1.9397260273972603,1,0,1,1,3.0,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
89,38.69041095890411,3.5232876712328767,1,0,0,0,3.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
90,27.572602739726022,8.693150684931506,1,0,0,1,2.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
91,56.24931506849315,15.6986301369863,1,0,0,0,2.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
92,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
93,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
94,37.47671232876712,12.03013698630137,1,0,0,1,3.0,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
95,36.35890410958904,1.5205479452054795,1,0,0,0,1.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
96,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
97,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
98,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
99,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
100,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
101,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
102,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
103,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
104,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
105,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
106,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
107,59.37808219178082,-1000.6657534246576,1,0,0,0,1.0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
108,26.457534246575342,4.273972602739726,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
109,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
110,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
111,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
112,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
113,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
114,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
115,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
116,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
117,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
118,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
119,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
120,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
121,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
122,62.67671232876712,-1000.6657534246576,1,0,1,1,2.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
123,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
124,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
125,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
126,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
127,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
128,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
129,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
130,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
131,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
132,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
133,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
134,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
135,33.78904109589041,2.356164383561644,1,1,1,0,2.0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
136,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
137,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
138,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
139,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
140,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
141,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
142,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
143,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
144,29.07123287671233,2.6904109589041094,1,0,1,0,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
145,52.27945205479452,14.364383561643836,1,0,1,0,1.0,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
146,38.90684931506849,5.86027397260274,1,0,1,0,2.0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
147,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
148,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
149,43.75342465753425,24.621917808219177,1,0,0,0,1.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
150,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
151,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
152,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
